120530 191221.281|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\logs directory.
120530 191233.039|INFO|Thread-6|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #3449 SERVER0 @ site 1 -> JUDGE4 @ site 1
120530 191233.039|INFO|Thread-5|dumpPacket|   key: SERVER_CLOCK_OFFSET is: java.util.GregorianCalendar java.util.GregorianCalendar[time=1338376406905,areFieldsSet=true,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id="GMT",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2012,MONTH=4,WEEK_OF_YEAR=22,WEEK_OF_MONTH=5,DAY_OF_MONTH=30,DAY_OF_YEAR=151,DAY_OF_WEEK=4,DAY_OF_WEEK_IN_MONTH=5,AM_PM=0,HOUR=11,HOUR_OF_DAY=11,MINUTE=13,SECOND=26,MILLISECOND=905,ZONE_OFFSET=0,DST_OFFSET=0]
120530 191233.039|INFO|Thread-6|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #3449 ) recieveObject
120530 191233.039|INFO|Thread-5|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@f8b1fc
120530 191233.039|INFO|Thread-6|dumpPacket|  From: SERVER0 @ site 1
120530 191233.039|INFO|Thread-5|dumpPacket|   key: SITE_LIST is: [Ledu.csus.ecs.pc2.core.model.Site; [Ledu.csus.ecs.pc2.core.model.Site;@16d5155
120530 191233.039|INFO|Thread-6|dumpPacket|    To: JUDGE4 @ site 1
120530 191233.039|INFO|Thread-5|dumpPacket|   key: CONTEST_TIME_LIST is: [Ledu.csus.ecs.pc2.core.model.ContestTime; [Ledu.csus.ecs.pc2.core.model.ContestTime;@e4d035
120530 191233.040|INFO|Thread-6|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 107 BEING_JUDGED from TEAM73 @ site 1 id Run-2026602098032212568
120530 191233.040|INFO|Thread-7|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3450 SERVER0 @ site 1 -> TEAM1 @ site 1
120530 191233.040|INFO|Thread-5|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SCOREBOARD243 @ site 1
120530 191233.040|INFO|Thread-7|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3450 ) recieveObject
120530 191233.040|INFO|Thread-6|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE4 @ site 1
120530 191233.040|INFO|Thread-7|dumpPacket|  From: SERVER0 @ site 1
120530 191233.040|INFO|Thread-5|dumpPacket|   key: CONNECTION_HANDLE_ID_LIST is: [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID; [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID;@217e66
120530 191233.040|INFO|Thread-7|dumpPacket|    To: TEAM1 @ site 1
120530 191233.040|INFO|Thread-6|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #3449 SERVER0 @ site 1 -> JUDGE4 @ site 1
120530 191233.040|INFO|Thread-7|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 175 NEW from TEAM1 @ site 1 id Run--1766168282027868463
120530 191233.040|INFO|Thread-5|dumpPacket|   key: BALLOON_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.BalloonSettings; [Ledu.csus.ecs.pc2.core.model.BalloonSettings;@f185b0
120530 191233.041|INFO|Thread-7|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3450 SERVER0 @ site 1 -> TEAM1 @ site 1
120530 191233.041|INFO|Thread-6|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #3449 ) handlePacket
120530 191233.041|INFO|Thread-7|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3450 ) handlePacket
120530 191233.041|INFO|Thread-5|dumpPacket|   key: ACCOUNT_ARRAY is: [Ledu.csus.ecs.pc2.core.model.Account; [Ledu.csus.ecs.pc2.core.model.Account;@80188f
120530 191233.041|INFO|Thread-7|dumpPacket|  From: SERVER0 @ site 1
120530 191233.041|INFO|Thread-6|dumpPacket|  From: SERVER0 @ site 1
120530 191233.041|INFO|Thread-7|dumpPacket|    To: TEAM1 @ site 1
120530 191233.041|INFO|Thread-5|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@1cc84c1
120530 191233.041|INFO|Thread-7|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 175 NEW from TEAM1 @ site 1 id Run--1766168282027868463
120530 191233.041|INFO|Thread-6|dumpPacket|    To: JUDGE4 @ site 1
120530 191233.042|INFO|Thread-5|dumpPacket|   key: GROUP_LIST is: [Ledu.csus.ecs.pc2.core.model.Group; [Ledu.csus.ecs.pc2.core.model.Group;@1fb15e
120530 191233.042|INFO|Thread-6|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 107 BEING_JUDGED from TEAM73 @ site 1 id Run-2026602098032212568
120530 191233.042|INFO|Thread-5|dumpPacket|   key: PROBLEM_DATA_FILES is: [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles; [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles;@b59262
120530 191233.042|INFO|Thread-6|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE4 @ site 1
120530 191233.042|INFO|Thread-5|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@abe3b3
120530 191233.042|INFO|Thread-5|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@f2109a
120530 191233.042|INFO|Thread-5|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
120530 191233.042|INFO|Thread-5|dumpPacket|   key: LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@13ab896
120530 191233.042|INFO|Thread-5|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@16a94d2
120530 191233.042|INFO|Thread-7|info|handlePacket end Packet[RUN_SUBMISSION_CONFIRM] #3450 SERVER0 @ site 1 -> TEAM1 @ site 1
120530 191233.042|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
120530 191233.042|INFO|Thread-5|info|handlePacket start Packet[LOGIN_SUCCESS] #3446 SERVER0 @ site 1 -> SCOREBOARD243 @ site 1
120530 191233.043|INFO|Thread-5|dumpPacket|Packet LOGIN_SUCCESS (Seq #3446 ) handlePacket
120530 191233.043|INFO|Thread-5|dumpPacket|  From: SERVER0 @ site 1
120530 191233.043|INFO|Thread-5|dumpPacket|    To: SCOREBOARD243 @ site 1
120530 191233.043|INFO|Thread-5|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
120530 191233.043|INFO|Thread-5|dumpPacket|   key: JUDGEMENT_LIST is: [Ledu.csus.ecs.pc2.core.model.Judgement; [Ledu.csus.ecs.pc2.core.model.Judgement;@a28a5b
120530 191233.043|INFO|Thread-5|dumpPacket|   key: RUN_LIST is: [Ledu.csus.ecs.pc2.core.model.Run; [Ledu.csus.ecs.pc2.core.model.Run;@1760e50
120530 191233.042|INFO|Thread-7|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3450 SERVER0 @ site 1 -> TEAM1 @ site 1
120530 191233.043|INFO|Thread-6|info|Exception 
|java.lang.NullPointerException: null
|    at edu.csus.ecs.pc2.core.PacketHandler.runCheckout (PacketHandler.java:741)
|    at edu.csus.ecs.pc2.core.PacketHandler.handlePacket (PacketHandler.java:254)
|    at edu.csus.ecs.pc2.core.InternalController.receiveObject (InternalController.java:1597)
|    at edu.csus.ecs.pc2.core.transport.TransportManager$2.run (TransportManager.java:341)
|    at java.lang.Thread.run (Thread.java:722)
120530 191233.043|INFO|Thread-5|dumpPacket|   key: PROBLEM_LIST is: [Ledu.csus.ecs.pc2.core.model.Problem; [Ledu.csus.ecs.pc2.core.model.Problem;@1a5cff8
120530 191233.044|INFO|Thread-6|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #3449 SERVER0 @ site 1 -> JUDGE4 @ site 1
120530 191233.044|INFO|Thread-8|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #3452 SERVER0 @ site 1 -> JUDGE6 @ site 1
120530 191233.044|INFO|Thread-5|dumpPacket|   key: SERVER_CLOCK_OFFSET is: java.util.GregorianCalendar java.util.GregorianCalendar[time=1338376406905,areFieldsSet=true,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id="GMT",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2012,MONTH=4,WEEK_OF_YEAR=22,WEEK_OF_MONTH=5,DAY_OF_MONTH=30,DAY_OF_YEAR=151,DAY_OF_WEEK=4,DAY_OF_WEEK_IN_MONTH=5,AM_PM=0,HOUR=11,HOUR_OF_DAY=11,MINUTE=13,SECOND=26,MILLISECOND=905,ZONE_OFFSET=0,DST_OFFSET=0]
120530 191233.044|INFO|Thread-8|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #3452 ) recieveObject
120530 191233.044|INFO|Thread-5|dumpPacket|   key: CLIENT_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.ClientSettings; [Ledu.csus.ecs.pc2.core.model.ClientSettings;@f8b1fc
120530 191233.044|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1
120530 191233.044|INFO|Thread-5|dumpPacket|   key: SITE_LIST is: [Ledu.csus.ecs.pc2.core.model.Site; [Ledu.csus.ecs.pc2.core.model.Site;@16d5155
120530 191233.044|INFO|Thread-8|dumpPacket|    To: JUDGE6 @ site 1
120530 191233.044|INFO|Thread-5|dumpPacket|   key: CONTEST_TIME_LIST is: [Ledu.csus.ecs.pc2.core.model.ContestTime; [Ledu.csus.ecs.pc2.core.model.ContestTime;@e4d035
120530 191233.044|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 175 BEING_JUDGED from TEAM1 @ site 1 id Run--1766168282027868463
120530 191233.044|INFO|Thread-5|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SCOREBOARD243 @ site 1
120530 191233.045|INFO|Thread-8|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE6 @ site 1
120530 191233.045|INFO|Thread-5|dumpPacket|   key: CONNECTION_HANDLE_ID_LIST is: [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID; [Ledu.csus.ecs.pc2.core.transport.ConnectionHandlerID;@217e66
120530 191233.045|INFO|Thread-8|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #3452 SERVER0 @ site 1 -> JUDGE6 @ site 1
120530 191233.045|INFO|Thread-5|dumpPacket|   key: BALLOON_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.BalloonSettings; [Ledu.csus.ecs.pc2.core.model.BalloonSettings;@f185b0
120530 191233.045|INFO|Thread-8|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #3452 ) handlePacket
120530 191233.045|INFO|Thread-5|dumpPacket|   key: ACCOUNT_ARRAY is: [Ledu.csus.ecs.pc2.core.model.Account; [Ledu.csus.ecs.pc2.core.model.Account;@80188f
120530 191233.045|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1
120530 191233.045|INFO|Thread-5|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@1cc84c1
120530 191233.045|INFO|Thread-8|dumpPacket|    To: JUDGE6 @ site 1
120530 191233.045|INFO|Thread-5|dumpPacket|   key: GROUP_LIST is: [Ledu.csus.ecs.pc2.core.model.Group; [Ledu.csus.ecs.pc2.core.model.Group;@1fb15e
120530 191233.045|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 175 BEING_JUDGED from TEAM1 @ site 1 id Run--1766168282027868463
120530 191233.045|INFO|Thread-5|dumpPacket|   key: PROBLEM_DATA_FILES is: [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles; [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles;@b59262
120530 191233.045|INFO|Thread-8|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE6 @ site 1
120530 191233.045|INFO|Thread-5|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@abe3b3
120530 191233.045|INFO|Thread-5|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@f2109a
120530 191233.045|INFO|Thread-8|info|Exception 
|java.lang.NullPointerException: null
|    at edu.csus.ecs.pc2.core.PacketHandler.runCheckout (PacketHandler.java:741)
|    at edu.csus.ecs.pc2.core.PacketHandler.handlePacket (PacketHandler.java:254)
|    at edu.csus.ecs.pc2.core.InternalController.receiveObject (InternalController.java:1597)
|    at edu.csus.ecs.pc2.core.transport.TransportManager$2.run (TransportManager.java:341)
|    at java.lang.Thread.run (Thread.java:722)
120530 191233.045|INFO|Thread-5|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
120530 191233.046|INFO|Thread-8|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #3452 SERVER0 @ site 1 -> JUDGE6 @ site 1
120530 191233.046|INFO|Thread-5|dumpPacket|   key: LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@13ab896
120530 191233.046|INFO|Thread-5|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@16a94d2
120530 191233.046|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS before 
120530 191233.048|INFO|Thread-5|info|addSitesToModel Site 1
120530 191233.066|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.board.ScoreboardView
120530 191233.083|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.board.ScoreboardView
120530 191233.084|INFO|Thread-5|setContestAndController|Using XSL from directory C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\data\xsl
120530 191233.138|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
120530 191233.138|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #3446 SERVER0 @ site 1 -> SCOREBOARD243 @ site 1
120530 191233.138|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #3446 SERVER0 @ site 1 -> SCOREBOARD243 @ site 1
120530 191233.474|FINE|AWT-EventQueue-0|generateOutput|Sending output to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html
120530 191233.777|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\full.html succeeded.
120530 191233.836|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\fullnums.html succeeded.
120530 191233.914|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\pc2export.dat succeeded.
120530 191234.007|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\sumatt.html succeeded.
120530 191234.064|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\summary.html succeeded.
120530 191234.110|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\sumtime.html succeeded.
120530 191234.116|FINE|AWT-EventQueue-0|addTestRow|addTestRow no balloonSettings for site 1
120530 191234.116|FINE|AWT-EventQueue-0|addTestRow|addTestRow no balloonSettings for site 1
120530 191238.887|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
120530 191238.889|INFO|Thread-9|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #3454 SERVER0 @ site 1 -> SERVER0 @ site 0
120530 191238.890|INFO|Thread-9|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #3454 ) recieveObject
120530 191238.890|INFO|Thread-9|dumpPacket|  From: SERVER0 @ site 1
120530 191238.890|INFO|Thread-9|dumpPacket|    To: SERVER0 @ site 0
120530 191238.890|INFO|Thread-9|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 175 JUDGED from TEAM1 @ site 1 id Run--1766168282027868463
120530 191238.890|INFO|Thread-9|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE6 @ site 1
120530 191238.890|INFO|Thread-9|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #3454 SERVER0 @ site 1 -> SERVER0 @ site 0
120530 191238.891|INFO|Thread-9|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #3454 ) handlePacket
120530 191238.891|INFO|Thread-9|dumpPacket|  From: SERVER0 @ site 1
120530 191238.891|INFO|Thread-9|dumpPacket|    To: SERVER0 @ site 0
120530 191238.891|INFO|Thread-9|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 175 JUDGED from TEAM1 @ site 1 id Run--1766168282027868463
120530 191238.891|INFO|Thread-9|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE6 @ site 1
120530 191238.894|INFO|Thread-9|info|handlePacket end Packet[RUN_JUDGEMENT_UPDATE] #3454 SERVER0 @ site 1 -> SERVER0 @ site 0
120530 191238.894|INFO|Thread-9|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #3454 SERVER0 @ site 1 -> SERVER0 @ site 0
120530 191238.972|FINE|AWT-EventQueue-0|generateOutput|Sending output to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html
120530 191239.000|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\full.html succeeded.
120530 191239.024|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\fullnums.html succeeded.
120530 191239.061|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\pc2export.dat succeeded.
120530 191239.091|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\sumatt.html succeeded.
120530 191239.121|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\summary.html succeeded.
120530 191239.154|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\sumtime.html succeeded.
120530 191244.252|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
120530 191244.254|INFO|Thread-10|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3455 SERVER0 @ site 1 -> TEAM179 @ site 1
120530 191244.255|INFO|Thread-10|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3455 ) recieveObject
120530 191244.255|INFO|Thread-10|dumpPacket|  From: SERVER0 @ site 1
120530 191244.255|INFO|Thread-10|dumpPacket|    To: TEAM179 @ site 1
120530 191244.255|INFO|Thread-10|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 176 NEW from TEAM179 @ site 1 id Run-6336810556523885250
120530 191244.255|INFO|Thread-10|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3455 SERVER0 @ site 1 -> TEAM179 @ site 1
120530 191244.255|INFO|Thread-10|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3455 ) handlePacket
120530 191244.256|INFO|Thread-10|dumpPacket|  From: SERVER0 @ site 1
120530 191244.256|INFO|Thread-10|dumpPacket|    To: TEAM179 @ site 1
120530 191244.256|INFO|Thread-10|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 176 NEW from TEAM179 @ site 1 id Run-6336810556523885250
120530 191244.257|INFO|Thread-10|info|handlePacket end Packet[RUN_SUBMISSION_CONFIRM] #3455 SERVER0 @ site 1 -> TEAM179 @ site 1
120530 191244.257|INFO|Thread-10|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3455 SERVER0 @ site 1 -> TEAM179 @ site 1
120530 191308.620|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
120530 191308.622|INFO|Thread-11|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #3457 SERVER0 @ site 1 -> JUDGE2 @ site 1
120530 191308.622|INFO|Thread-11|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #3457 ) recieveObject
120530 191308.622|INFO|Thread-11|dumpPacket|  From: SERVER0 @ site 1
120530 191308.622|INFO|Thread-11|dumpPacket|    To: JUDGE2 @ site 1
120530 191308.622|INFO|Thread-11|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 176 BEING_JUDGED from TEAM179 @ site 1 id Run-6336810556523885250
120530 191308.623|INFO|Thread-11|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
120530 191308.623|INFO|Thread-11|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #3457 SERVER0 @ site 1 -> JUDGE2 @ site 1
120530 191308.623|INFO|Thread-11|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #3457 ) handlePacket
120530 191308.623|INFO|Thread-11|dumpPacket|  From: SERVER0 @ site 1
120530 191308.623|INFO|Thread-11|dumpPacket|    To: JUDGE2 @ site 1
120530 191308.623|INFO|Thread-11|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 176 BEING_JUDGED from TEAM179 @ site 1 id Run-6336810556523885250
120530 191308.624|INFO|Thread-11|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
120530 191308.624|INFO|Thread-11|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #3457 SERVER0 @ site 1 -> JUDGE2 @ site 1
120530 191308.624|INFO|Thread-11|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #3457 SERVER0 @ site 1 -> JUDGE2 @ site 1
120530 191308.691|FINE|AWT-EventQueue-0|generateOutput|Sending output to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html
120530 191308.743|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\full.html succeeded.
120530 191308.767|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\fullnums.html succeeded.
120530 191308.792|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\pc2export.dat succeeded.
120530 191308.825|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\sumatt.html succeeded.
120530 191308.856|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\summary.html succeeded.
120530 191308.885|DEBUG|AWT-EventQueue-0|generateOutput|rename2 to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\html\sumtime.html succeeded.
120530 191311.877|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
