121128 204316.616|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\logs directory.
121128 204317.068|INFO|Thread-5|dumpPacket|   key: ACCOUNT_ARRAY is: [Ledu.csus.ecs.pc2.core.model.Account; [Ledu.csus.ecs.pc2.core.model.Account;@a6aae0
121128 204317.069|INFO|Thread-5|dumpPacket|   key: CONTEST_TIME is: edu.csus.ecs.pc2.core.model.ContestTime edu.csus.ecs.pc2.core.model.ContestTime@1c7114
121128 204317.069|INFO|Thread-5|dumpPacket|   key: GROUP_LIST is: [Ledu.csus.ecs.pc2.core.model.Group; [Ledu.csus.ecs.pc2.core.model.Group;@143df48
121128 204317.069|INFO|Thread-5|dumpPacket|   key: PROBLEM_DATA_FILES is: [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles; [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles;@f82803
121128 204317.069|INFO|Thread-5|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@ade7a
121128 204317.069|INFO|Thread-5|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@1945614
121128 204317.069|INFO|Thread-5|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
121128 204317.069|INFO|Thread-5|dumpPacket|   key: LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@19f4f58
121128 204317.069|INFO|Thread-5|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@1259d0
121128 204317.069|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS before 
121128 204317.071|INFO|Thread-5|info|addSitesToModel Site 1
121128 204317.084|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
121128 204317.090|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
121128 204317.293|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
121128 204317.293|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #14641 SERVER0 @ site 1 -> TEAM231 @ site 1
121128 204317.293|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #14641 SERVER0 @ site 1 -> TEAM231 @ site 1
